WP, 16, 2020100418, 01, CARQ,   0, 225N, 1392E,  25,  998, XX,  34, NEQ,    0,    0,    0,    0, 1006,  230, 110,   0,   0,   W,   0,   X, 300,   2,    SIXTEEN, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP162020, JTWC, NCEP_TCVITALS, 
WP, 16, 2020100418, 01, CARQ,   0, 225N, 1392E,  25,  998, XX,  50, NEQ,    0,    0,    0,    0, 1006,  230, 110,   0,   0,   W,   0,   X, 300,   2,    SIXTEEN, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP162020, JTWC, NCEP_TCVITALS, 
WP, 16, 2020100418, 01, CARQ,   0, 225N, 1392E,  25,  998, XX,  64, NEQ,    0,    0,    0,    0, 1006,  230, 110,   0,   0,   W,   0,   X, 300,   2,    SIXTEEN, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP162020, JTWC, NCEP_TCVITALS, 
WP, 16, 2020100418, 03, AC00, 000, 222N, 1390E,  27,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 150, 311N, 1333E,  41,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 156, 314N, 1340E,  38,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 162, 316N, 1348E,  37,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 168, 317N, 1358E,  35,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 174, 320N, 1383E,  33,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 180, 331N, 1410E,  32,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 186, 337N, 1426E,  34,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AEMN, 192, 345N, 1443E,  35,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 000, 236N, 1396E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 006, 230N, 1390E,  35,  997, XX,  34, NEQ, 0000, 0091, 0000, 0000
WP, 16, 2020100418, 03, AP01, 012, 233N, 1396E,  47,  990, XX,  34, NEQ, 0106, 0100, 0114, 0000
WP, 16, 2020100418, 03, AP01, 018, 243N, 1396E,  46,  988, XX,  34, NEQ, 0136, 0139, 0051, 0072
WP, 16, 2020100418, 03, AP01, 024, 251N, 1395E,  49,  983, XX,  34, NEQ, 0219, 0228, 0067, 0102
WP, 16, 2020100418, 03, AP01, 030, 257N, 1393E,  52,  986, XX,  34, NEQ, 0265, 0252, 0099, 0184
WP, 16, 2020100418, 03, AP01, 030, 257N, 1393E,  52,  986, XX,  50, NEQ, 0069, 0068, 0000, 0000
WP, 16, 2020100418, 03, AP01, 036, 264N, 1393E,  50,  983, XX,  34, NEQ, 0199, 0206, 0135, 0169
WP, 16, 2020100418, 03, AP01, 036, 264N, 1393E,  50,  983, XX,  50, NEQ, 0065, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 042, 264N, 1388E,  45,  986, XX,  34, NEQ, 0183, 0181, 0128, 0175
WP, 16, 2020100418, 03, AP01, 048, 269N, 1385E,  66,  983, XX,  34, NEQ, 0192, 0173, 0129, 0162
WP, 16, 2020100418, 03, AP01, 048, 269N, 1385E,  66,  983, XX,  50, NEQ, 0083, 0093, 0000, 0000
WP, 16, 2020100418, 03, AP01, 048, 269N, 1385E,  66,  983, XX,  64, NEQ, 0057, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 054, 274N, 1378E,  75,  983, XX,  34, NEQ, 0246, 0156, 0152, 0312
WP, 16, 2020100418, 03, AP01, 054, 274N, 1378E,  75,  983, XX,  50, NEQ, 0091, 0101, 0000, 0081
WP, 16, 2020100418, 03, AP01, 054, 274N, 1378E,  75,  983, XX,  64, NEQ, 0065, 0076, 0000, 0000
WP, 16, 2020100418, 03, AP01, 060, 278N, 1372E,  66,  979, XX,  34, NEQ, 0151, 0160, 0082, 0283
WP, 16, 2020100418, 03, AP01, 060, 278N, 1372E,  66,  979, XX,  50, NEQ, 0071, 0106, 0046, 0061
WP, 16, 2020100418, 03, AP01, 060, 278N, 1372E,  66,  979, XX,  64, NEQ, 0050, 0072, 0000, 0000
WP, 16, 2020100418, 03, AP01, 066, 285N, 1369E,  67,  976, XX,  34, NEQ, 0354, 0206, 0078, 0269
WP, 16, 2020100418, 03, AP01, 066, 285N, 1369E,  67,  976, XX,  50, NEQ, 0064, 0085, 0000, 0052
WP, 16, 2020100418, 03, AP01, 066, 285N, 1369E,  67,  976, XX,  64, NEQ, 0044, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 072, 294N, 1367E,  60,  975, XX,  34, NEQ, 0299, 0210, 0225, 0244
WP, 16, 2020100418, 03, AP01, 072, 294N, 1367E,  60,  975, XX,  50, NEQ, 0098, 0100, 0049, 0054
WP, 16, 2020100418, 03, AP01, 078, 304N, 1372E,  61,  980, XX,  34, NEQ, 0285, 0169, 0200, 0220
WP, 16, 2020100418, 03, AP01, 078, 304N, 1372E,  61,  980, XX,  50, NEQ, 0067, 0072, 0053, 0096
WP, 16, 2020100418, 03, AP01, 084, 314N, 1386E,  82,  975, XX,  34, NEQ, 0531, 0152, 0156, 0227
WP, 16, 2020100418, 03, AP01, 084, 314N, 1386E,  82,  975, XX,  50, NEQ, 0172, 0058, 0089, 0097
WP, 16, 2020100418, 03, AP01, 084, 314N, 1386E,  82,  975, XX,  64, NEQ, 0000, 0035, 0043, 0064
WP, 16, 2020100418, 03, AP01, 090, 322N, 1403E,  79,  979, XX,  34, NEQ, 0560, 0168, 0139, 0246
WP, 16, 2020100418, 03, AP01, 090, 322N, 1403E,  79,  979, XX,  50, NEQ, 0138, 0066, 0105, 0116
WP, 16, 2020100418, 03, AP01, 090, 322N, 1403E,  79,  979, XX,  64, NEQ, 0000, 0000, 0085, 0051
WP, 16, 2020100418, 03, AP01, 096, 326N, 1421E,  69,  981, XX,  34, NEQ, 0238, 0169, 0194, 0233
WP, 16, 2020100418, 03, AP01, 096, 326N, 1421E,  69,  981, XX,  50, NEQ, 0086, 0078, 0102, 0139
WP, 16, 2020100418, 03, AP01, 096, 326N, 1421E,  69,  981, XX,  64, NEQ, 0000, 0000, 0000, 0067
WP, 16, 2020100418, 03, AP01, 102, 327N, 1432E,  58,  990, XX,  34, NEQ, 0219, 0101, 0237, 0239
WP, 16, 2020100418, 03, AP01, 102, 327N, 1432E,  58,  990, XX,  50, NEQ, 0000, 0000, 0088, 0102
WP, 16, 2020100418, 03, AP01, 108, 324N, 1439E,  51,  994, XX,  34, NEQ, 0228, 0059, 0151, 0233
WP, 16, 2020100418, 03, AP01, 108, 324N, 1439E,  51,  994, XX,  50, NEQ, 0000, 0000, 0000, 0062
WP, 16, 2020100418, 03, AP01, 114, 318N, 1440E,  51,  997, XX,  34, NEQ, 0314, 0000, 0130, 0258
WP, 16, 2020100418, 03, AP01, 114, 318N, 1440E,  51,  997, XX,  50, NEQ, 0000, 0000, 0000, 0084
WP, 16, 2020100418, 03, AP01, 120, 318N, 1440E,  47,  996, XX,  34, NEQ, 0261, 0000, 0127, 0202
WP, 16, 2020100418, 03, AP01, 126, 314N, 1439E,  50,  994, XX,  34, NEQ, 0205, 0000, 0125, 0140
WP, 16, 2020100418, 03, AP01, 132, 302N, 1442E,  38,  995, XX,  34, NEQ, 0000, 0000, 0000, 0111
WP, 16, 2020100418, 03, AP01, 138, 288N, 1450E,  36,  997, XX,  34, NEQ, 0000, 0000, 0000, 0154
WP, 16, 2020100418, 03, AP01, 144, 279N, 1454E,  32,  997, XX,  34, NEQ, 0271, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 150, 275N, 1462E,  32,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 156, 270N, 1475E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0213
WP, 16, 2020100418, 03, AP01, 162, 270N, 1490E,  34, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 168, 271N, 1499E,  31, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP01, 174, 269N, 1509E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0255
WP, 16, 2020100418, 03, AP01, 180, 277N, 1534E,  36, 1003, XX,  34, NEQ, 0284, 0000, 0000, 0109
WP, 16, 2020100418, 03, AP01, 186, 277N, 1545E,  40, 1005, XX,  34, NEQ, 0000, 0000, 0082, 0072
WP, 16, 2020100418, 03, AP01, 192, 267N, 1545E,  38, 1004, XX,  34, NEQ, 0233, 0000, 0110, 0242
WP, 16, 2020100418, 03, AP02, 000, 236N, 1393E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 006, 241N, 1390E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 012, 235N, 1390E,  36,  994, XX,  34, NEQ, 0000, 0089, 0000, 0000
WP, 16, 2020100418, 03, AP02, 018, 239N, 1396E,  41,  995, XX,  34, NEQ, 0188, 0196, 0147, 0000
WP, 16, 2020100418, 03, AP02, 024, 248N, 1388E,  41,  991, XX,  34, NEQ, 0145, 0164, 0000, 0066
WP, 16, 2020100418, 03, AP02, 030, 245N, 1384E,  45,  990, XX,  34, NEQ, 0170, 0180, 0056, 0061
WP, 16, 2020100418, 03, AP02, 036, 249N, 1388E,  60,  984, XX,  34, NEQ, 0148, 0150, 0061, 0182
WP, 16, 2020100418, 03, AP02, 036, 249N, 1388E,  60,  984, XX,  50, NEQ, 0067, 0078, 0000, 0000
WP, 16, 2020100418, 03, AP02, 042, 249N, 1382E,  52,  982, XX,  34, NEQ, 0134, 0156, 0095, 0137
WP, 16, 2020100418, 03, AP02, 042, 249N, 1382E,  52,  982, XX,  50, NEQ, 0047, 0052, 0000, 0000
WP, 16, 2020100418, 03, AP02, 048, 252N, 1373E,  64,  976, XX,  34, NEQ, 0181, 0181, 0125, 0157
WP, 16, 2020100418, 03, AP02, 048, 252N, 1373E,  64,  976, XX,  50, NEQ, 0082, 0071, 0047, 0059
WP, 16, 2020100418, 03, AP02, 054, 255N, 1364E,  71,  972, XX,  34, NEQ, 0168, 0214, 0093, 0303
WP, 16, 2020100418, 03, AP02, 054, 255N, 1364E,  71,  972, XX,  50, NEQ, 0069, 0076, 0054, 0053
WP, 16, 2020100418, 03, AP02, 054, 255N, 1364E,  71,  972, XX,  64, NEQ, 0059, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 060, 260N, 1354E,  79,  968, XX,  34, NEQ, 0142, 0155, 0125, 0316
WP, 16, 2020100418, 03, AP02, 060, 260N, 1354E,  79,  968, XX,  50, NEQ, 0089, 0093, 0055, 0072
WP, 16, 2020100418, 03, AP02, 060, 260N, 1354E,  79,  968, XX,  64, NEQ, 0069, 0067, 0000, 0000
WP, 16, 2020100418, 03, AP02, 066, 263N, 1344E,  76,  970, XX,  34, NEQ, 0472, 0189, 0182, 0317
WP, 16, 2020100418, 03, AP02, 066, 263N, 1344E,  76,  970, XX,  50, NEQ, 0091, 0093, 0053, 0073
WP, 16, 2020100418, 03, AP02, 066, 263N, 1344E,  76,  970, XX,  64, NEQ, 0059, 0045, 0000, 0000
WP, 16, 2020100418, 03, AP02, 072, 270N, 1336E,  68,  971, XX,  34, NEQ, 0184, 0197, 0115, 0266
WP, 16, 2020100418, 03, AP02, 072, 270N, 1336E,  68,  971, XX,  50, NEQ, 0084, 0083, 0058, 0067
WP, 16, 2020100418, 03, AP02, 072, 270N, 1336E,  68,  971, XX,  64, NEQ, 0056, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 078, 275N, 1332E,  66,  975, XX,  34, NEQ, 0261, 0177, 0120, 0245
WP, 16, 2020100418, 03, AP02, 078, 275N, 1332E,  66,  975, XX,  50, NEQ, 0079, 0077, 0060, 0073
WP, 16, 2020100418, 03, AP02, 078, 275N, 1332E,  66,  975, XX,  64, NEQ, 0049, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 084, 278N, 1331E,  64,  972, XX,  34, NEQ, 0416, 0172, 0221, 0252
WP, 16, 2020100418, 03, AP02, 084, 278N, 1331E,  64,  972, XX,  50, NEQ, 0167, 0077, 0059, 0164
WP, 16, 2020100418, 03, AP02, 084, 278N, 1331E,  64,  972, XX,  64, NEQ, 0046, 0000, 0000, 0041
WP, 16, 2020100418, 03, AP02, 090, 278N, 1329E,  71,  972, XX,  34, NEQ, 0312, 0157, 0156, 0233
WP, 16, 2020100418, 03, AP02, 090, 278N, 1329E,  71,  972, XX,  50, NEQ, 0143, 0076, 0053, 0139
WP, 16, 2020100418, 03, AP02, 090, 278N, 1329E,  71,  972, XX,  64, NEQ, 0048, 0000, 0000, 0048
WP, 16, 2020100418, 03, AP02, 096, 279N, 1325E,  80,  971, XX,  34, NEQ, 0330, 0138, 0109, 0205
WP, 16, 2020100418, 03, AP02, 096, 279N, 1325E,  80,  971, XX,  50, NEQ, 0151, 0063, 0060, 0111
WP, 16, 2020100418, 03, AP02, 096, 279N, 1325E,  80,  971, XX,  64, NEQ, 0071, 0000, 0000, 0058
WP, 16, 2020100418, 03, AP02, 102, 278N, 1318E,  72,  974, XX,  34, NEQ, 0364, 0150, 0125, 0199
WP, 16, 2020100418, 03, AP02, 102, 278N, 1318E,  72,  974, XX,  50, NEQ, 0110, 0069, 0060, 0113
WP, 16, 2020100418, 03, AP02, 102, 278N, 1318E,  72,  974, XX,  64, NEQ, 0054, 0000, 0000, 0048
WP, 16, 2020100418, 03, AP02, 108, 281N, 1314E,  64,  974, XX,  34, NEQ, 0235, 0131, 0102, 0173
WP, 16, 2020100418, 03, AP02, 108, 281N, 1314E,  64,  974, XX,  50, NEQ, 0074, 0071, 0053, 0067
WP, 16, 2020100418, 03, AP02, 108, 281N, 1314E,  64,  974, XX,  64, NEQ, 0040, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 114, 284N, 1310E,  72,  974, XX,  34, NEQ, 0220, 0128, 0088, 0140
WP, 16, 2020100418, 03, AP02, 114, 284N, 1310E,  72,  974, XX,  50, NEQ, 0064, 0062, 0000, 0050
WP, 16, 2020100418, 03, AP02, 114, 284N, 1310E,  72,  974, XX,  64, NEQ, 0050, 0000, 0000, 0000
WP, 16, 2020100418, 03, AP02, 120, 288N, 1306E,  64,  976, XX,  34, NEQ, 0112, 0133, 0087, 0106
WP, 16, 2020100418, 03, AP02, 120, 288N, 1306E,  64,  976, XX,  50, NEQ, 0065, 0066, 0054, 0050
WP, 16, 2020100418, 03, AP02, 126, 293N, 1308E,  64,  981, XX,  34, NEQ, 0102, 0123, 0088, 0086
WP, 16, 2020100418, 03, AP02, 126, 293N, 1308E,  64,  981, XX,  50, NEQ, 0068, 0070, 0050, 0051
